Upstream commit,Date,Summary,Paths touched,Decision,Notes
05c6da1dfa725875d4825ecf62fd362019433736,2025-04-08,Band aid deleteAST use after free workaround,src/frontend/SageIII/sageInterface/sageInterface.C,drop,Band aid delete skip not acceptable in REX and needs root cause fix.
5b1d71a80ea301b429798172dae35955ff0977ae,2025-04-08,Revert use after free patch in deleteAST,src/frontend/SageIII/sageInterface/sageInterface.C,drop,Delete node already present since band aid was not applied in REX.
70f2dec0e56626bf51f0e376ab0b61aeae772700,2025-04-08,Update EDG submodule for use after free fix,src/frontend/CxxFrontend/EDG,drop,EDG frontend dropped in REX.
11ba4c137c69f6ecbee15317e89670fa1d56cc65,2025-04-08,Release version bump to 0.11.145.249,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE.
074028d28ccadeb9f947b592f452c9f26ec10ee6,2025-04-08,Regenerated enum to string functions,src/roseSupport/stringify.C src/roseSupport/stringify.h,drop,src/roseSupport not present in REX.
837610d99863e64c015a611dbc85807c5458673f,2025-04-08,Arrow debugging fix in BinaryAnalysis unparser,src/Rose/BinaryAnalysis/Unparser/Base.C src/Rose/BinaryAnalysis/Unparser/Base.h,drop,BinaryAnalysis dropped in REX.
dc64991d94a26e1df5d840d04f8125d9a793a82e,2025-04-08,Improve AMD64 switch matching in BinaryAnalysis,src/Rose/BinaryAnalysis/Partitioner2/ModulesX86.C src/Rose/BinaryAnalysis/Partitioner2/ModulesX86.h,drop,BinaryAnalysis dropped in REX.
628c450f62f4cfb3c8568e2cf0033cac9ec89a72,2025-04-11,Fix Apple clang warnings in frontierDetection,src/frontend/SageIII/astTokenStream/frontierDetection.C,pick-partial,Updated frontierDetection cleanup and nullptr and ASSERT changes and removed EDG include map usage.
145395c1a9c212fb5c40a840ad6d0153021f05fe,2025-04-11,Rename C14 and C18 standards to C17 and C23,src/ROSETTA/Grammar/Support.code src/frontend/SageIII/sage_support/cmdline.C,pick,Updated C standard enums and options to use C17 and C23.
f35251a0c48416fdeecba349de06009d350c0767,2025-04-11,Add support for -std c2y c++23 and c++26,src/ROSETTA/Grammar/Support.code src/frontend/SageIII/sage_support/cmdline.C,pick-partial,Added C2y and Cxx23 Cxx26 standards; removed UPC/UPCXX -std options per drop list.
f5e8a7a857b7b2f700e4eb3d1e3ddabdc0118bb6,2025-04-11,Pass -std c2x and c++2c to backend compiler,src/frontend/SageIII/sage_support/a.out src/frontend/SageIII/sage_support/cmdline.C,pick-partial,Updated backend -std flags to c2x and c++2c and skipped a.out not present in REX.
1334bcd21b16c6c9378a44704047f37fae748b3a,2025-04-11,Remove erroneously added a.out file,src/frontend/SageIII/sage_support/a.out,drop,a.out not present in REX.
d0e36ff94988261cf22c0135c03a665e1c5d51ff,2025-04-11,Add AST diagnostics for template name generation,src/ROSETTA/Grammar/Statement.code,pick,Switched shift operator name rule from assert to warning with diagnostics and removed boost comment per drop list.
8d56879330ca8969776e75cfba45ada37810cceb,2025-04-11,Release version bump to 0.11.145.250,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE.
da47a389c3cbd68bc6935ae33d4b24227e3873f9,2025-04-11,Extend template value matching for booleans,src/frontend/SageIII/sageInterface/sageInterface.C,pick,Added bool handling in templateArgumentEquivalence and improved fatal logging.
ff7530f0122fb82fa86beefb30eeacb3329bf5a9,2025-04-11,Extend CodeThorn callgraph analysis,tools/CodeThorn/src/CallGraphAnalysis.C tools/CodeThorn/src/CallGraphAnalysis.h tools/CodeThorn/src/CallGraphExport.C tools/CodeThorn/src/CallGraphExport.h,drop,CodeThorn dropped in REX.
6828c2856ee2f0c1d7cf963fc5423ed34b0a64d3,2025-04-13,Release version bump to 0.11.145.251,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE.
2f202189f5c67c7f2254d4e6a5d7773c12851b8c,2025-04-17,(PrePostConditionAnalysis) Add structure for analysis,src/midend/astUtil/prePostConditionAnalysis src/midend/astUtil/symbolicVal/SymbolicVal.h,pick-partial,Added pre post condition skeleton and SYMOP_AND OR EQ; skipped Makefile.am and removed Boost shell include from CMakeLists
62bfacb5a85846f2e0c069575e84d0b2cd08430f,2025-04-19,(Mac) Patches for Xcode v.17,config/choose-backend-compiler.m4 config/compiler-defs.m4,drop,Autotools config and mac support dropped in REX
5c9d8859d38a320d577d7f592a98f4fb762051fc,2025-04-19,(Release) Incremented version to 0.11.145.252,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE
be39a074b58d7dd928401d7b3b97f3acb5444c90,2025-04-19,(CMake) Adding check-core target,src/CMakeLists.txt,pick-partial,Added check-core target for C C++ and Fortran and skipped Boost Ada and BinaryAnalysis checks
7ee72f3530d44b3eb57f163bd35b1339a0885de5,2025-04-19,(CMake) check-core for Fortran and Ada,src/CMakeLists.txt,pick-partial,Added Fortran cleanup in check-core and skipped Ada block
22ca45ee42ad5b9518387df64b40b6490ba8c110,2025-04-19,(CMake) Add CodeThorn toggle,src/CMakeLists.txt tools/CodeThorn/src/CMakeLists.txt,pick-partial,Applied rm -f cleanup in check-core and skipped CodeThorn toggle
e1d27d437d393066e7b1e39eba3044aa883dc97a,2025-04-20,(Release) Incremented version to 0.11.145.253,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE
fcb33ecf9d660f1ff641e93096ee060429724f0e,2025-04-21,(SideEffect) Extend AstUtilInterface in supporting read write call sets,src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astSupport/StmtInfoCollect.C,pick,Added call set support and UNKNOWN_FUNCTION_CALL tagging in AstNodePtr and StmtInfoCollect
42a4cad2ec4f60dcccd492229dc928fc2f69f38d,2025-04-23,(Release) Incremented version to 0.11.145.254,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE
562abb3f273fdf9c02a1415562203376b85c11d6,2025-04-24,(fix) relax virtual declaration modifier test,tools/CodeThorn/src/RoseCompatibility.C,drop,CodeThorn dropped in REX
416a378028ddb5af8a77fb451b8726e9066061ae,2025-04-24,(Engineering) Fix compiler warnings issued by Apple clang,src/midend/abstractLayer/Labeler.C,drop,Labeler.C not present in REX
6f604f3e8c52fcee2bec8c172490e193a88d2a9c,2025-04-24,(ByteCode JVM) Implement JVM classpath,src/Rose/BinaryAnalysis/Partitioner2,drop,BinaryAnalysis dropped in REX
4ad215ad17b1aafa2d515c6a8e1ac0492276688f,2025-04-24,(Release) Incremented version to 0.11.145.255,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE
f33d83f790a922a390909da360926eaf5edb7126,2025-04-24,(ByteCode JVM) Implement JVM classpath,src/Rose/BinaryAnalysis/Partitioner2/EngineJvm.C,drop,BinaryAnalysis dropped in REX
fce91d5b5a930790c3ce514431c2db42cbac6c78,2025-04-25,(Engineering) Fix compiler warnings issued by Apple clang,src/frontend/SageIII/astTokenStream/artificialFrontier.C,pick,Applied upstream cleanup for unused vars and nullptr conversions
93206897f93614a68a684e7953ef698fbc0a53fd,2025-04-25,(Release) Incremented version to 0.11.145.256,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE
d019e11302ff5d8ef01d6e6e8f4e163a8bbbad75,2025-04-25,(Engineering) Fix compiler warnings issued by Apple clang,src/frontend/SageIII/virtualCFG/memberFunctions.C,pick-partial,Applied upstream warning cleanup and nullptr conversions; removed Boost foreach usage; removed Ada Java UPC CFG sections per drop list
22590bb1240555ef476681303910e322380f7e9f,2025-04-26,(Release) Incremented version to 0.11.145.257,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only and skipped EDG_VERSION configure and SCM_DATE
c4278697380354f9d1b2a5061343a242f6229bbd,2025-04-29,(Binary Analysis) SgAsmInstruction toStringNoColor,src/AstNodes/BinaryAnalysis src/Rose/BinaryAnalysis,drop,BinaryAnalysis dropped in REX
7826ea05c954d62f7cd2de74fba9d9e2b0099324,2025-04-29,(Binary Analysis) Regenerated SgAsmInstruction node,src/ROSETTA/src/binaryInstruction.C,drop,BinaryAnalysis generated nodes dropped in REX
9b20435f52b532ccf82015afe30595f291a79bc4,2025-04-29,(Binary Analysis) Reorg P2 ModulesX86 SwitchSuccessors,src/Rose/BinaryAnalysis/Partitioner2/ModulesX86.C src/Rose/BinaryAnalysis/Partitioner2/ModulesX86.h,drop,BinaryAnalysis dropped in REX
dec088dace407cd05f05b45481f4fae73564cfd8,2025-04-29,(Binary Analysis) More reorg of switch table parsing,src/Rose/BinaryAnalysis/Partitioner2 src/Makefile.am src/Rose/Makefile.am,drop,BinaryAnalysis dropped in REX and autotools inventory only
ef74e606beae0e636c3eecc6ef4fe56f9e10d7b2,2025-04-29,(Binary Analysis) New multi-block indirect control flow recovery,src/Rose/BinaryAnalysis/Partitioner2 src/Rose/Diagnostics/Diagnostics.C src/Makefile.am src/Rose/Makefile.am,drop,BinaryAnalysis and Rose Diagnostics dropped and autotools inventory only
648040878d45a34a6c6f5c836965df27328c36fe,2025-04-29,(Binary Analysis) Partitioner2 calls IndirectControlFlow,src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C,drop,BinaryAnalysis dropped in REX
92d0f9de6c02cb57252dd324cd496284e76f07e5,2025-04-29,(Support) Regenerated enum-to-string functions,src/roseSupport/stringify.C src/roseSupport/stringify.h,drop,src/roseSupport not present in REX
e33c63d9ca0d98dbc697ee42481866bf3f385420,2025-04-29,(Binary Analysis) Dataflow merge operator takes vertex ID arguments,src/Rose/BinaryAnalysis/DataFlow.C src/Rose/BinaryAnalysis/DataFlow.h src/Rose/BinaryAnalysis/Reachability.C src/Rose/BinaryAnalysis/TaintedFlow.h,drop,BinaryAnalysis dropped in REX
b3d201d4bc6a4608a5a5dc34b49c63a4ac187ece,2025-04-29,(Binary Analysis) Jump tables labeled by pattern in disassembly,src/Rose/BinaryAnalysis/Partitioner2/ModulesX86.C src/Rose/BinaryAnalysis/Partitioner2/ModulesX86.h,drop,BinaryAnalysis dropped in REX
e5fb08cf4e687ad41f58beb3a6b06d71236552f7,2025-04-29,(Binary Analysis) Jump tables limited by execution path constraints,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
2c183ebdb6069357135590d3360c9d52bdde5df7,2025-04-29,(Binary Analysis) Jump table analysis happens earlier in partitioning,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.h,drop,BinaryAnalysis dropped in REX
6661a321b12fff105d3228cb2d0e57b75b3ea47c,2025-04-29,(Binary Analysis) Command-line switches for ICF,src/Rose/BinaryAnalysis/Architecture/X86.C src/Rose/BinaryAnalysis/Partitioner2,drop,BinaryAnalysis dropped in REX
9f6aafd1b6887829335d5fc1e823f67abd3d4de1,2025-04-29,(Binary Analysis) Insn semantics and solver optional for ICF,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
d63e9dfd562c8cf65598d2158c9783c4572b1ed5,2025-04-29,(Binary Analysis) Multiple inline levels for ICF dataflow,src/Rose/BinaryAnalysis/Partitioner2/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
4b7a3b71e0b5aaf932b11955d5891dfae6a56b4c,2025-04-29,(Binary Analysis) Save ICF dataflow graphs for debugging,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
2bd71c9e4640ab0c8610070ac198532c13e14e98,2025-04-29,(Binary Analysis) ICF can skip function calls from shared libraries,src/Rose/BinaryAnalysis/Partitioner2/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
8065bd5abe1c5bceae8b0a9b033afcce74219be3,2025-04-29,(Binary Analysis) Refactoring ICF to make room for other strategies,src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.h,drop,BinaryAnalysis dropped in REX
934f8d97083b3d6ebd91d1767a9f22d69c3f0f32,2025-04-29,(Binary Analysis) ICF strategy to use concrete IP,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
d08cab0590fe3af8a736f2259772f822b1d0512b,2025-04-29,(Binary Analysis) ICF dataflow graph structural optimizations,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
739fa0d1198f8cb93e1ba90d463fa3c1f2977d0e,2025-04-29,(Binary Analysis) ICF dataflow optimization,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.h src/Rose/BinaryAnalysis/Partitioner2/Partitioner.C src/Rose/BinaryAnalysis/Partitioner2/Partitioner.h,drop,BinaryAnalysis dropped in REX
106bd6b009e01fcfb39d2502a353191199b5fcba,2025-04-29,(Binary Analysis) ICF integrated into the command-line,src/Rose/BinaryAnalysis/Architecture/X86.C src/Rose/BinaryAnalysis/Partitioner2 src/Rose/CommandLine/Parser.C src/Rose/CommandLine/Parser.h,drop,BinaryAnalysis and Rose CommandLine dropped in REX
6c0bc4e172437201accf1ff04859ffd347174194,2025-04-29,(Binary Analysis) ICF improve final level of inlining,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
e5301d29ad0823c7a41a4505e3f3689009b8936a,2025-04-29,(Binary Analysis) ICF fixed some dataflow graph inlining bugs,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
63f81b7658b74a85a66118694ae8efcfc2976b41,2025-04-29,(Binary Analysis) ICF improved Graphviz output for dataflow graphs,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
950dadb6db2ad2d5985885511a7032053e4f2374,2025-04-29,(Binary Analysis) Added --icf:debug=ADDR switch and diagnostics and sets,src/Rose/BinaryAnalysis/Partitioner2/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
e839c27402ffb17fb56fd153e42fc4d9beabd7cc,2025-04-29,(Binary Analysis) Bug fix for P2 semantic memory,src/Rose/BinaryAnalysis/Partitioner2/Semantics.h,drop,BinaryAnalysis dropped in REX
366f2966c2cebefb60ef2079b7dc6f676a8883ed,2025-04-29,(Binary Analysis) Added --icf:df-max-valueset switch,src/Rose/BinaryAnalysis/Partitioner2/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
711f87fe50bd17132e0ee7a12603825e513315cb,2025-04-30,(SideEffect) Extend side-effect analysis to locate unknown ptr dereference.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astInterface/AstInterface_ROSE.h,pick,Applied upstream side effect unknown ptr ref handling
a14a497c7982c544fe313dcc96462ab392910510,2025-04-30,(Release) Incremented version to 0.11.145.258,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
ce07f4db0e291c81acb581cd97bd95b6e7e66518,2025-04-30,(README) Add language standards,README.md,drop,REX README is different; upstream text mentions dropped languages and EDG
04b6c913004df31b4b67989a9e63c43b17ad5b67,2025-05-01,(codethorn) C++98 special member function analysis,tools/CodeThorn/src/ClassHierarchyAnalysis.C tools/CodeThorn/src/ClassHierarchyAnalysis.h tools/CodeThorn/src/NormalizationCxx.C tools/CodeThorn/src/ObjectLayoutAnalysis.C tools/CodeThorn/src/ObjectLayoutAnalysis.h tools/CodeThorn/src/RoseCompatibility.C tools/CodeThorn/src/RoseCompatibility.h tools/CodeThorn/src/thorn2.C,drop,CodeThorn dropped in REX
dafc4f4dc142732195b14f758208dc88c0ad8012,2025-05-01,(codethorn) extend scaling up cg export,tools/CodeThorn/src/CallGraphAnalysis.C tools/CodeThorn/src/CallGraphExport.C tools/CodeThorn/src/ClassHierarchyAnalysis.C tools/CodeThorn/src/ClassHierarchyAnalysis.h tools/CodeThorn/src/CtxLattice.h tools/CodeThorn/src/LibCodeThornSources.cmake tools/CodeThorn/src/Makefile.am tools/CodeThorn/src/RoseCompatibility.C tools/CodeThorn/src/RoseCompatibility.h tools/CodeThorn/src/Utility.h,drop,CodeThorn dropped in REX
313cafa1d973077a688d690a362334cfb2724eb9,2025-05-01,(Engineering) Fix compiler warnings issued by (Apple) clang,src/midend/astUtil/AstUtilInterface.h,pick,Already in REX; unused params removed by refactor
4f2685cea183bbb1ae9d82894f9dc0e66e206a45,2025-05-01,(Jovial) Parse compool file directly rather than mod file,src/frontend/Experimental_General_Language_Support/ModuleBuilder.C,drop,Jovial components dropped in REX
aae3d0697b254a343578d7902b09a5e04338c528,2025-05-01,(Jovial) Parse compool file directly rather than mod file,src/backend/unparser/JovialCodeGeneration/unparseJovial_modfile.C src/frontend/Experimental_General_Language_Support/ModuleBuilder.C,drop,Jovial components dropped in REX
23915b7f77fa8d2b4ff21a41d462be653e103891,2025-05-01,(Release) Incremented version to 0.11.145.259,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
e2584283148b6a5f4570c3a09000db91c6ce0ca1,2025-05-01,(Engineering) Fix compiler warnings issued by (Apple) clang,src/midend/programTransformation/astInlining/inlinerSupport.C,pick,Applied upstream cleanup and nullptr/assert updates
4bdc240cf6a47cca4b7d88858aacbf10610bfd22,2025-05-02,(Release) Incremented version to 0.11.145.260,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
41670baeba546715a0d82a2206e015d3bf919a12,2025-05-02,(Binary Anaylsis) Upgrade GDB layer to boost::asio::io_context,src/Rose/BinaryAnalysis/Debugger/Gdb.C src/Rose/BinaryAnalysis/Debugger/Gdb.h,drop,BinaryAnalysis dropped in REX
600134a97a73a4116b0776dee3b84d3e9e94fa47,2025-05-02,(Binary Analysis) Ability to remove specific successors from a BB,src/Rose/BinaryAnalysis/Partitioner2/BasicBlock.C src/Rose/BinaryAnalysis/Partitioner2/BasicBlock.h src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
3d912bce1681c2d366a273eab97211de1fcf981c,2025-05-02,(Binary Analysis) Call-return edges that fall through can be elided,src/Rose/BinaryAnalysis/Unparser/Base.C src/Rose/BinaryAnalysis/Unparser/Settings.h,drop,BinaryAnalysis dropped in REX
172b9996c7f4fcc1ae2a98cfb54fa480c82dda75,2025-05-02,(Binary Analysis) Improved some diagnostics for dataflow analysis,src/Rose/BinaryAnalysis/DataFlow.h src/Rose/BinaryAnalysis/Partitioner2/Semantics.h,drop,BinaryAnalysis dropped in REX
603109be261ba8878576626584a3d41d921e5ab1,2025-05-02,(Build) Install proper header for binary jump table scanning,src/Rose/BinaryAnalysis/Partitioner2/CMakeLists.txt,drop,BinaryAnalysis dropped in REX
9d308ab653db2821d07b08952def362dda99d8ea,2025-05-02,(Binary Analysis) Unparsing static data block without data no longer fails,src/Rose/BinaryAnalysis/Unparser/Base.C,drop,BinaryAnalysis dropped in REX
888407e1c5f61c5149f8318162ea9b5bf7263ff1,2025-05-02,(Binary Analysis) P2 table scanner can read from symbolic memory,src/Rose/BinaryAnalysis/Partitioner2/MemoryTable.C src/Rose/BinaryAnalysis/Partitioner2/MemoryTable.h,drop,BinaryAnalysis dropped in REX
0591a1503efb09ba6bdb573a52cf14e54ec439c6,2025-05-02,(Binary Analysis) ICF scans for user-defined jump tables,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
b1a7d92d9f3e21d4c16341d7f1e30bb5cb7064f6,2025-05-02,(Binary Analysis) Fixed edge sorting for basic block successors,src/Rose/BinaryAnalysis/Unparser/Base.C,drop,BinaryAnalysis dropped in REX
817a5ff951d7f353237557791a97bc50c52a7c22,2025-05-03,(Release) Incremented version to 0.11.145.261,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
ebf8dc6cb94777f20ef0adb044d4eba2786e0934,2025-05-03,(Engineering) Fix compiler warnings issued by (Apple) clang,src/frontend/SageIII/rose_attributes_list.C,drop,REX file trimmed; upstream cleanup touches Wave boost sections
3f8f233c0014c6b7c81b404a36d9f3e5549cafd6,2025-05-04,(Release) Incremented version to 0.11.145.262,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
b56b47c150a023f7ece8d942780a9339aeca0291,2025-05-04,(TESTING) Move main testing to rhel8,.gitlab-ci.yml,drop,CI config not used in REX
6782c69f1f8cac717dee0f4476d2333e383fa8c0,2025-05-05,(Release) Incremented version to 0.11.145.263,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
98abbcf1592fa82c6c2e39572c2d513bc5d17b31,2025-05-05,(Engineering) Fix compiler warnings issued by (Apple) clang,src/Rose/BinaryAnalysis/Unparser/Base.C,drop,BinaryAnalysis dropped in REX
853774ba2b0c34049037cc4e6b947e1de9698b52,2025-05-06,(Release) Incremented version to 0.11.145.264,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
99914b2960cee952ae589a25e608da3b53c79464,2025-05-06,(Binary Analysis) Minor change to readMemory operation in P2 semantics,src/Rose/BinaryAnalysis/Partitioner2/Semantics.h,drop,BinaryAnalysis dropped in REX
1d2f303ab77837f7fbe8204758478679e5e36435,2025-05-07,(Engineering) Fix compiler warnings issued by (Apple) clang,src/frontend/SageIII/astTokenStream/simpleFrontierDetection.C,pick,Applied upstream nullptr cleanup and dead code removal
264836e5c0389322c022abc33c86b6e8aec89495,2025-05-07,(Release) Incremented version to 0.11.145.265,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
377d303f1dc2278edefb95a6766c54dcab9f001e,2025-05-09,(Binary Analysis) ICF bug fix for read/write jump tables,src/Rose/BinaryAnalysis/Partitioner2/IndirectControlFlow.C,drop,BinaryAnalysis dropped in REX
eeb5278e5ba2b0a419da1ab61a1588d4b71a5686,2025-05-09,(Ada) support Numeric_Error exception,src/frontend/Experimental_Ada_ROSE_Connection/AdaExpression.C src/frontend/Experimental_Ada_ROSE_Connection/AdaStatement.C src/frontend/Experimental_Ada_ROSE_Connection/AdaType.C src/frontend/Experimental_Ada_ROSE_Connection/Ada_to_ROSE.C src/frontend/Experimental_Ada_ROSE_Connection/Ada_to_ROSE.h,drop,Ada support dropped in REX
459cde67dc0aac00a4b1e92202f0ada184f65db8,2025-05-09,(Engineering) Fix compiler warnings issued by (Apple) clang,src/frontend/SageIII/astTokenStream/detectMacroExpansionsToBeUnparsedAsAstTransformations.C,pick,Applied upstream dead code removal and unused param cleanup
39c8036acf26be787a684edca554f93ecd7977a7,2025-05-09,(doxygen) mention deepwiki link in the front page,docs/Rose/MainPage.dox,pick,Applied upstream DeepWiki link and cleanup
fa19dcd956b9e84ecfc60dabacdd44a0e7b2bf99,2025-05-09,(Release) Incremented version to 0.11.145.266,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
00cf3daef15dd0e0d6908cab92eaf912197bc432,2025-05-10,(Doxygen) Update listed standards,docs/Rose/MainPage.dox,drop,Mentions dropped languages and binary analysis
d9ce3bfc0d10cd4fa406a797ff3f91c1d4c06b8b,2025-05-10,(Ada) support Extend_system pragma,src/frontend/Experimental_Ada_ROSE_Connection/AdaStatement.C src/frontend/Experimental_Ada_ROSE_Connection/parser/asis_adapter/source/asis_adapter-unit.adb,drop,Ada support dropped in REX
ce29a233f69c505e5f1bc5c2f25375ff1f5e6874,2025-05-10,(Engineering) Fix compiler warnings issued by (Apple) clang,src/frontend/SageIII/astTokenStream/detectMacroOrIncludeFileExpansions.C,pick,Applied upstream nullptr cleanup and dead code removal
7fbd3342f0e940c00712da6e503be390e53f4c1d,2025-05-10,(Release) Incremented version to 0.11.145.267,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
703ce55c2c8e020b8c8b9729fbe9e174ad1a5cb8,2025-05-10,(Engineering) Fix compiler warnings issued by (Apple) clang,src/frontend/SageIII/astTokenStream/maxExtents.C,pick,Applied upstream nullptr cleanup and dead code removal
f7e3a063184a119ac0d4f584650b0312e492b5a1,2025-05-11,(Release) Incremented version to 0.11.145.268,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac SCM_DATE
e860b5b10c219f7d0472e461931d9c20956c0157,2025-05-12,(Ada) Unparser Support for System.Aux_DEC,src/backend/unparser/nameQualificationSupport.C,drop,Ada support dropped in REX
98f7ae4022828931c646d325502a363349b3575f,2025-05-14,(Dependencies) Remove Perl dependency,CMakeLists.txt cmake/modules/roseGenerateBackendCompilerSpecificHeaders.cmake cmake/rosePublicConfig.h.in.cmake cmake/rose_config.h.in.cmake cmake/rose_generated_builtin_functions.h.pre scripts/to-c-string.sh src/CMakeLists.txt src/ROSETTA/src/CMakeLists.txt src/Rose/CommandLine/CMakeLists.txt src/Rose/CommandLine/LicenseString.pre src/Sawyer/CMakeLists.txt src/util/CMakeLists.txt src/util/commandlineProcessing/CMakeLists.txt src/util/stringSupport/CMakeLists.txt,drop,Touches dropped components and introduces Ada Jovial config macros
