Upstream commit,Upstream date,Summary,Paths touched,Decision,Apply method,REX commit,Validation,Notes
e70bba73a356f78ff1855a8b6a46f111aaf2bf86,2026-05-23,(Cil) Add CIL flag attribute constants,src/AstNodes/BinaryAnalysis/SgAsmCilField.h src/AstNodes/BinaryAnalysis/SgAsmCilMethodDef.h src/AstNodes/BinaryAnalysis/SgAsmCilTypeDef.h src/ROSETTA/src/binaryInstruction.C,drop,not-applicable,N/A,inspected upstream diff and verified affected CIL/BinaryAnalysis paths are absent in REX,CIL flag constants belong to dropped BinaryAnalysis/CIL AST generation paths; REX must not restore abandoned binary-analysis components.
105b87baeb59449de03b6d8d3f2c694bdfc5c8c1,2026-05-23,(Release) Incremented version to 2.0.2,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
7bf80a2f885a71d82d1bac30b71b3dcc3532ded9,2026-05-24,(ROSE) Incremented version to 2.1.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,version-tracker,manual-partial,fa72612bdf7f354b8dce5e38b9c1b7f435db4499,python3 -B .codex/skills/rose-upstream-sync/scripts/verify_version.py; cmake --build build -j32,Applied final upstream ROSE 2.1.0 marker to ROSE_VERSION and config/SCM_DATE only; skipped dropped configure.ac and EDG_VERSION.
854689fe9fad5b9fb967e9a90a25baae31ef259f,2026-05-26,(CICD) Fix issues with release pipeline,.gitlab-ci.yml,drop,not-applied,N/A,not required,GitLab release-pipeline change touches abandoned or inventory-only .gitlab-ci.yml.
0ac7f98cb9c156f1d2a3e6822794bd8270f6117c,2026-05-27,(Release) Incremented version to 2.1.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
65da2c556a5c6c5725487bcdb3431b49ab885a63,2026-05-28,(Spelling) Correcting the spelling of the word separate,cmake/rose_config.h.in.cmake config/Builtins_EDG_49.def docs/Rose/FAQ.tex docs/Rose/HowToDocument.dox docs/testDoxygen/SgCatchOptionStmt.docs docs/testDoxygen/SgDeclarationStatement.docs src/3rdPartyLibraries/POET/lib/Ffront.code src/AstNodes/BinaryAnalysis/SgAsmDwarfConstruct.h src/ROSETTA/Grammar/LocatedNode.code src/ROSETTA/Grammar/Statement.code src/ROSETTA/Grammar/Support.code src/ROSETTA/Grammar/Type.code src/ROSETTA/src/binaryInstruction.C src/ROSETTA/src/buildAtermSupport.C src/ROSETTA/src/expression.C src/ROSETTA/src/statement.C src/ROSETTA/src/support.C src/ROSETTA/src/type.C src/Rose/BinaryAnalysis/Debugger/Gdb.h src/backend/unparser/CxxCodeGeneration/unparseCxx.h src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C src/backend/unparser/CxxCodeGeneration/unparseCxx_statements.C src/backend/unparser/CxxCodeGeneration/unparseCxx_types.C src/backend/unparser/FortranCodeGeneration/unparseFortran_statements.C src/backend/unparser/languageIndependenceSupport/unparseLanguageIndependentConstructs.C src/backend/unparser/nameQualificationSupport.C src/backend/unparser/unparser.C src/frontend/BinaryFormats/executableFormat.txt src/frontend/Disassemblers/IntelAssemblyBuilder src/frontend/Experimental_Ada_ROSE_Connection/parser/asis_adapter/source/asis_adapter-element-pragmas.adb src/frontend/OpenFortranParser_SAGE_Connection/FortranModuleInfo.C src/frontend/OpenFortranParser_SAGE_Connection/FortranParserActionROSE.C src/frontend/OpenFortranParser_SAGE_Connection/fortran_support.C src/frontend/OpenFortranParser_SAGE_Connection/fortran_support.h src/frontend/OpenFortranParser_SAGE_Connection/openFortranParser_main.C src/frontend/OpenFortranParser_SAGE_Connection/suggestedNameChanges.txt src/frontend/SageIII/astPostProcessing/addIncludeDirectives.h src/frontend/SageIII/astPostProcessing/checkIsModifiedFlag.C src/frontend/SageIII/astPostProcessing/fixupCxxSymbolTablesToSupportAliasingSymbols.C src/frontend/SageIII/astPostProcessing/fixupInitializers.C src/frontend/SageIII/astPostProcessing/markTransformationsForOutput.C src/frontend/SageIII/astTokenStream/frontierDetection.C src/frontend/SageIII/astTokenStream/simpleFrontierDetection.C src/frontend/SageIII/astTokenStream/tokenStreamMapping.C src/frontend/SageIII/astTokenStream/tokenStreamMapping.h src/frontend/SageIII/attachPreprocessingInfo.C src/frontend/SageIII/attachPreprocessingInfoTraversal.C src/frontend/SageIII/attachPreprocessingInfoTraversal.h src/frontend/SageIII/rose_attributes_list.h src/frontend/SageIII/sage3basic.h src/frontend/SageIII/sageInterface/sageBuilder.C src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterface.h src/midend/astProcessing/AstDOTGeneration.C src/midend/astRewriteMechanism/rewriteMidLevelInterfaceTemplatesImpl.h src/midend/programAnalysis/CallGraphAnalysis/newCallGraph.C src/midend/programAnalysis/ReadWriteSetAnalysis/LocalRWSetGenerator.C src/midend/programTransformation/astOutlining/Insert.cc src/rose-config.C tools/CodeThorn/src/EStateTransferFunctions.h tools/ReadWriteSetGeneration/TestabilityGraderMain.C tutorial/buildFile.C,pick-partial,manual-retained-paths,6600f1e6563d4063972e171b7f92bbb6676bd41b,python3 .codex/skills/rose-upstream-sync/scripts/guard_dropped_paths.py --staged; python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py,Ported retained spelling cleanup mechanically; skipped absent and dropped paths from upstream commit.
13e24a6db08d5bcc903d6411a79645c38a2ba2fe,2026-05-28,(Release) Incremented version to 2.1.2,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
b6ca4ce0ddb6781bac671bcc3b96bb80a02f9675,2026-05-28,(ReadWriteSet) Make AddressOf not a memory access. Revise aliasing support.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astSupport/StmtInfoCollect.C,pick,cherry-pick-manual-conflict-resolution,9d84d32cb393a9478a01d720b4ff99293fc156cd,cmake --build build -j32; python3 .codex/skills/rose-upstream-sync/scripts/guard_dropped_paths.py --staged; python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py,Ported ReadWriteSet address-of and aliasing semantics while preserving REX enum side-effect representation and unknown-reference details.
425cede715f560c0a9b15029800471f798f06ebb,2026-05-30,(ByteCode JVM) Implement instruction semantics for JVM,src/Rose/BinaryAnalysis/Disassembler/Jvm.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C src/Rose/BinaryAnalysis/InstructionSemantics/TraceSemantics.C src/Rose/BinaryAnalysis/InstructionSemantics/TraceSemantics.h,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis/JVM instruction-semantics code
0a6e2ab2b994f9c7e6391751f70020666361df1b,2026-05-30,(ByteCode JVM) Implement instruction semantics for JVM,src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C src/roseExtensions/failSafe/failSafePragma.C,drop,not-applied,N/A,not required,useful-looking failSafePragma warning hunk is absent in REX; remaining changes are dropped JVM instruction-semantics code
6870ab7ff362695f18485dbbdf7a1e837888be65,2026-05-30,(ByteCode CIL) Implement instruction semantics for CIL,src/Rose/BinaryAnalysis/Architecture/Cil.C src/Rose/BinaryAnalysis/Architecture/Cil.h src/Rose/BinaryAnalysis/InstructionEnumsCil.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/Dispatcher.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/Dispatcher.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherCil.C src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherCil.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C src/frontend/OpenFortranParser_SAGE_Connection/fortran_support.C src/frontend/SageIII/sageInterface/sageInterface.C src/frontend/SageIII/sageInterface/sageInterfaceAda.C,pick-partial,manual-retained-hunk,ffcd9c8178b1ff31c67a294cec1c619262fc5acd,cmake --build build -j32; python3 .codex/skills/rose-upstream-sync/scripts/guard_dropped_paths.py --staged; python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py,Ported retained sageInterface warning cleanup; skipped dropped CIL BinaryAnalysis OFP and Ada paths.
5d47f8c9a9dfcf8f48bcd3fb5a7340e6bcc2be91,2026-05-30,(Release) Incremented version to 2.1.3,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
e3126186828ff9ce39685aa7de587c5400013dfb,2026-05-31,(ROSE) Incremented version to 2.2.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
4e94fc22b7188c146485cb4d6a656fa12e169b62,2026-06-03,(ByteCode CIL) Implement instruction semantics for CIL,src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherCil.C,drop,not-applied,N/A,not required,all touched paths are dropped CIL instruction-semantics code
cf1cef8ce7ca9b92beaeb8865ddc30502d548914,2026-06-05,(Release) Incremented version to 2.2.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
580dfd5c038d41387d682310009eeb347fe1f189,2026-06-05,(feature) improve CIL support,src/frontend/BinaryFormats/CilImpl.C src/frontend/BinaryFormats/PeFileHeader.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryFormats CIL/PE support
0a0fc1d813d4f66607f688142116363f97ba1c2f,2026-06-06,(Release) Incremented version to 2.2.2,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
d3cc67e35ae9b95a984159f323992aaf85a7b7d5,2026-06-07,(ROSE) Incremented version to 2.3.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,version-tracker,manual-partial,46fdceb5505e90da187b1991fe34c15ba6def3c4,python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py; cmake --build build -j32,Applied final upstream 2.3.0 marker to ROSE_VERSION and config/SCM_DATE only; skipped dropped configure.ac and EDG_VERSION.
65b49d3c14269ffd381163b8fc4c9956fff87610,2026-06-08,(Release) Incremented version to 2.3.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
d93e38422f989656250d4fc9949553ab475a0385,2026-06-09,(Analysis) Instantiate FlowAnalysisInterface in CodeThorn CallGraphAnalysis.,src/Rose/FlowAnalysisInterface.h src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/dependenceTracking/dependence_analysis.h tools/CodeThorn/src/CallGraphAnalysis.h,pick-partial,manual-retained-hunks,17eb88cef865f9c070ad432318590db020aeae68,python3 .codex/skills/rose-upstream-sync/scripts/guard_dropped_paths.py --staged; python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py; cmake --build build -j32,Ported retained AstInterface constructor-call out-argument and signature behavior; skipped absent FlowAnalysisInterface dropped CodeThorn specialization and already-superseded warning-capture churn.
dd07ee2353f8fd646694defae4ca5539816e3cae,2026-06-09,(Release) Incremented version to 2.3.2,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
e42aad7b65f0eb0f12c5d23a01770ba71625d113,2026-06-14,(ROSE) Incremented version to 2.4.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
b09f04ee9751405fcec31d046e71029d443adfaf,2026-06-14,(ByteCode JVM) Implement instruction semantics for JVM,src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.h src/Rose/BinaryAnalysis/InstructionSemantics/SymbolicSemantics.C src/Rose/BinaryAnalysis/InstructionSemantics/TraceSemantics.C src/Rose/BinaryAnalysis/InstructionSemantics/TraceSemantics.h,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis JVM instruction-semantics code
71a5237df11de2b3d7a62d147fad034d9f148202,2026-06-14,(ByteCode JVM) Implement instruction semantics for JVM dup,src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.C src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis JVM instruction-semantics code
b014b5df5e9370401e24bb827a33bd61f9d89285,2026-06-15,(Release) Incremented version to 2.4.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
6fc182c72e3eaec62512609b8f0a4a1b13baa081,2026-06-15,(ByteCode JVM) Implement instruction semantics for JVM dup2,src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis JVM instruction-semantics code
6ab0a67cfbad7c6e0a372beac3c7e5e7ffe27504,2026-06-16,(Engineering) Fix compiler warnings issued by (Apple) clang,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/annotation/OperatorDescriptors.C src/midend/astUtil/dependenceTracking/dependence_analysis.C,already-present,already-present-or-inapplicable,N/A,inspected upstream diff against current REX; no code changes required,AstUtilInterface and OperatorDescriptors warning-cleanup hunks were already present in REX; dependence_analysis capture removal does not apply because the local lambda still uses DebugSaveDep.
a8256353318ea057d1ec57e03106338512d409e7,2026-06-16,(Release) Incremented version to 2.4.2,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
1c7547d051db4bdf2d9ee209a1df72e8fbdb795d,2026-06-16,(ByteCode JVM) Implement instruction semantics for JVM pop,src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/SValue.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis JVM instruction-semantics code
6b755adcf997e737c0a1c3f50b8194690e6612a2,2026-06-18,(Release) Incremented version to 2.4.3,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
f83650fe9948cde9f2f24eb0e0818a9fc2fa0a20,2026-06-21,(ROSE) Incremented version to 2.5.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
7d4dbb18f413e7fd49c81f2050530212a34efe9f,2026-06-23,(Autotools) Changed darwin25 os version from 26.0 to 26.2,config/determine-os.m4,drop,not-applied,N/A,not required,autotools macOS platform update touches inventory-only non-Linux support outside REX sync scope
b1e11b2adf4a0a8f61387a08577689a3dd028a90,2026-06-23,(Binary Analysis) fix three BinaryLoaderElf relocation bugs,src/Rose/BinaryAnalysis/BinaryLoader.C src/Rose/BinaryAnalysis/BinaryLoaderElf.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis ELF loader code
b3a3d0152bbbbee33c6df1eb27b083819e7527b4,2026-06-23,(Binary Analysis) skip individual relocation failures in performRelocations,src/Rose/BinaryAnalysis/BinaryLoaderElf.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis ELF loader code
d6a8742b8a71486d7df0a30a1ba3eb34844b5e1b,2026-06-23,(Binary Analysis) fix 'B' base adjustment for sym=0 relocations in ELF,src/Rose/BinaryAnalysis/BinaryLoaderElf.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis ELF loader code
931a9bee4f90e63b77d7f2d33d60ff489b246abd,2026-06-23,(Binary Analysis) fix crash in get_iatEntryVa when IAT RVA unbound for PE,src/frontend/BinaryFormats/PeImportItem.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryFormats PE support
1ce18e7d7439cc18f87c278feb59354635e0d330,2026-06-23,(Binary Analysis) fix crashes from unchecked RVA.va() dereferences in PE code,src/AstNodes/BinaryAnalysis/SgAsmIntegerValueExpression.C src/Rose/BinaryAnalysis/BinaryLoaderPe.C src/Rose/BinaryAnalysis/Partitioner2/ModulesPe.C src/frontend/BinaryFormats/GenericSection.C src/frontend/BinaryFormats/PeExport.C src/frontend/BinaryFormats/PeImportDirectory.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis and BinaryFormats PE support
13ee7d42289eadde87884cbcf98b3322527dac73,2026-06-25,(ByteCode) Add Sawyer shared pointers to analysis,src/Rose/BinaryAnalysis/ByteCode/Analysis.C src/Rose/BinaryAnalysis/ByteCode/Analysis.h src/Rose/BinaryAnalysis/ByteCode/Cil.C src/Rose/BinaryAnalysis/ByteCode/Cil.h src/Rose/BinaryAnalysis/ByteCode/Jvm.C src/Rose/BinaryAnalysis/ByteCode/Jvm.h src/Rose/BinaryAnalysis/Partitioner2/EngineBinary.C src/Rose/BinaryAnalysis/Partitioner2/EngineJvm.C,drop,not-applied,N/A,not required,all touched paths are dropped BinaryAnalysis ByteCode Sawyer-backed code
5313ed27f796b99b2559a919e20a27054037bc8d,2026-06-25,(Release) Incremented version to 2.5.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.6.0 marker in frozen range
5aced0e1040ab75c3847b29ebbc54139fa584771,2026-06-28,(ROSE) Incremented version to 2.6.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,version-tracker,manual-partial,bb4da6422c22d17d17e92b3970c558cd6cca349c,python3 .codex/skills/rose-upstream-sync/scripts/guard_dropped_paths.py --staged; python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py; cmake --build build -j32,Applied final upstream 2.6.0 marker to ROSE_VERSION and config/SCM_DATE only; skipped dropped configure.ac and EDG_VERSION.
fcda7f434b79aa615c62c8c0b7817a47042b11ca,2026-07-02,(OpenMP) Wire GOMP OpenMP runtime library configure option,,drop,not-applied,N/A,not required,empty upstream tracking commit for rose-tests branch; no REX tree change to apply
864682f8735c352f5affea6370b7323314df3892,2026-07-02,(README) Update Readme links,README.md,already-present,already-present-or-inapplicable,N/A,inspected README.md and upstream diff,REX README is fork-specific and contains no rosecompiler.org or doxygen.rosecompiler.org links to update
739159694ffac0d9283faccf74202abea0e29c81,2026-07-02,(Release) Incremented version to 2.6.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.7.0 marker in frozen range
db0299e1546415a0698e99ae4e6eedcd47e7d98b,2026-07-02,(AstDiff) Change Callback Interface of AstIdentical to be more general.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h,drop,not-applied,N/A,inspected upstream diff against current REX,"AstIdentical/AstDiff callback API is absent in REX; only retained AstUtilInterface hunk is debug-only, so no semantic change ported"
8cb10f4ea9e2cdadd28d9d2d14415f3d0945d5bd,2026-07-03,(Release) Incremented version to 2.6.2,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by final upstream 2.7.0 marker in frozen range
f5152e58357eb40174712d92ba0fb15047a606ee,2026-07-05,(ROSE) Incremented version to 2.7.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,version-tracker,manual-partial,09bcbbd140dfdd1fcf66e772ef0c7cd61b26d80d,python3 .codex/skills/rose-upstream-sync/scripts/guard_dropped_paths.py --staged; python3 .codex/skills/rose-upstream-sync/scripts/verify_version.py; cmake --build build -j32,Applied final upstream 2.7.0 marker to ROSE_VERSION and config/SCM_DATE only; skipped dropped configure.ac and EDG_VERSION.
